场次号,联赛,主队,客队,更新时间,比分,赔率
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,2:5,400.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,3:0,16.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,3:1,14.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,3:2,25.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,3:3,55.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,4:0,40.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,4:1,40.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,4:2,60.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,5:0,100.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,5:1,100.00
周六025,西甲,皇家社会,西班牙人,01:00,2026-08-29 16:35:10,5:2,200.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:0,17.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:1,25.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:2,90.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:3,350.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:4,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,0:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:0,6.70
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:1,11.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:2,30.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:3,200.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:4,700.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,1:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:0,5.75
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:1,8.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:2,30.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:3,150.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:4,600.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,2:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,3:0,6.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,3:1,11.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,3:2,31.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,3:3,175.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,4:0,10.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,4:1,18.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,4:2,60.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,5:0,20.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,5:1,30.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-28 09:47:05,5:2,100.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:0,15.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:1,25.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:2,90.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:3,350.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:4,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,0:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:0,6.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:1,11.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:2,35.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:3,200.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:4,700.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,1:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:0,5.25
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:1,8.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:2,30.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:3,150.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:4,600.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,2:5,1000.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,3:0,6.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,3:1,11.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,3:2,35.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,3:3,175.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,4:0,10.50
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,4:1,18.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,4:2,60.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,5:0,23.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,5:1,32.00
周六027,意甲,尤文图斯,帕尔马,02:45,2026-08-29 15:23:12,5:2,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:0,11.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:1,7.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:2,9.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:3,16.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:4,40.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,0:5,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:0,10.50
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:1,6.75
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:2,7.25
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:3,15.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:4,35.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,1:5,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:0,20.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:1,12.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:2,13.50
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:3,25.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:4,75.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,2:5,200.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,3:0,50.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,3:1,33.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,3:2,38.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,3:3,60.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,4:0,175.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,4:1,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,4:2,150.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,5:0,400.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,5:1,400.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-28 09:47:05,5:2,400.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:0,10.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:1,6.75
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:2,9.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:3,18.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:4,45.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,0:5,120.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:0,10.50
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:1,6.75
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:2,7.25
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:3,15.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:4,40.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,1:5,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:0,20.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:1,12.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:2,13.50
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:3,25.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:4,75.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,2:5,200.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,3:0,50.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,3:1,33.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,3:2,38.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,3:3,60.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,4:0,175.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,4:1,100.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,4:2,150.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,5:0,400.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,5:1,400.00
周六028,西甲,塞维利亚,马德里竞技,03:30,2026-08-29 12:39:51,5:2,400.00
